Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm)
13.09.2022 18:10:00,982.42,22.61,297.26,13.35,55.82,27.48,15.34,12.14,9.77,15.62,1150.31,1.13,1.92,244.9,0,0,12.87,31.73,43.12,31.62,416.5
13.09.2022 18:20:00,982.41,22.46,297.11,13.21,55.85,27.23,15.21,12.02,9.69,15.48,1150.94,1.41,2.09,260.8,0,0,5.7,18.02,23.32,31.32,417
13.09.2022 18:30:00,982.42,22.33,296.98,13.39,56.95,27.02,15.39,11.63,9.8,15.66,1151.38,1.18,1.87,235,0,0,1.47,9.45,13.44,31,418.6
13.09.2022 18:40:00,982.46,21.84,296.49,13.56,59.32,26.22,15.56,10.67,9.91,15.83,1153.26,2.15,2.7,243.7,0,0,0,3.43,5.5,30.66,421.5
13.09.2022 18:50:00,982.46,21.72,296.37,13.53,59.66,26.03,15.53,10.5,9.89,15.81,1153.74,1.81,2.58,239.6,0,0,0,1.14,1.94,30.3,424.4
13.09.2022 19:00:00,982.41,21.62,296.27,13.56,60.12,25.87,15.56,10.32,9.91,15.83,1154.07,1.27,1.59,231.2,0,0,0,0,0,29.93,423.9
13.09.2022 19:10:00,982.4,21.35,296,13.58,61.22,25.45,15.58,9.87,9.92,15.86,1155.1,1.44,2.4,245,0,0,0,0,0,29.59,426.2
13.09.2022 19:20:00,982.42,20.96,295.61,13.74,63.33,24.85,15.74,9.11,10.02,16.02,1156.59,2.34,3.49,242.7,0,0,0,0,0,29.28,430.7
13.09.2022 19:30:00,982.37,20.47,295.12,13.74,65.28,24.11,15.74,8.37,10.03,16.02,1158.46,2.92,3.59,237.5,0,0,0,0,0,28.94,434.2
13.09.2022 19:40:00,982.39,20.34,294.99,13.66,65.49,23.92,15.66,8.25,9.98,15.94,1159.03,2.49,3.38,227,0,0,0,0,0,28.58,436.4
13.09.2022 19:50:00,982.41,20.07,294.71,13.56,66.13,23.52,15.55,7.97,9.91,15.83,1160.17,1.88,3.06,241.2,0,0,0,0,0,28.21,437.1
13.09.2022 20:00:00,982.46,19.95,294.59,13.48,66.28,23.35,15.47,7.87,9.86,15.75,1160.74,1.61,2.73,239.9,0,0,0,0,0,27.87,437
13.09.2022 20:10:00,982.61,19.8,294.42,13.42,66.64,23.13,15.41,7.72,9.82,15.69,1161.54,0.79,1.6,243.8,0,0,0,0,0,27.58,436.3
13.09.2022 20:20:00,982.67,19.69,294.31,13.5,67.47,22.97,15.5,7.47,9.87,15.77,1162.01,0.76,1.27,159.2,0,0,0,0,0,27.34,439.3
13.09.2022 20:30:00,982.76,19.56,294.17,13.46,67.8,22.79,15.45,7.34,9.84,15.72,1162.65,0.85,1.27,176.7,0,0,0,0,0,27.13,438.6
13.09.2022 20:40:00,982.8,19.56,294.17,13.46,67.84,22.79,15.46,7.33,9.84,15.73,1162.7,0.92,1.27,184,0,0,0,0,0,26.95,439.1
13.09.2022 20:50:00,982.8,19.49,294.1,13.47,68.17,22.69,15.47,7.22,9.85,15.74,1162.97,0.58,1.55,160.8,0,0,0,0,0,26.79,438.7
13.09.2022 21:00:00,982.84,19.44,294.04,13.61,68.99,22.62,15.61,7.01,9.94,15.88,1163.15,2.55,4.63,27.32,0,0,0,0,0,26.63,439.2
13.09.2022 21:10:00,982.9,19.55,294.15,13.48,67.96,22.78,15.48,7.3,9.85,15.75,1162.85,1.05,2.5,306.7,0,0,0,0,0,26.43,436.2
13.09.2022 21:20:00,982.93,19.74,294.34,13.49,67.18,23.05,15.48,7.56,9.86,15.75,1162.13,0.76,1.64,257.3,0,0,0,0,0,26.25,435.6
13.09.2022 21:30:00,982.86,19.4,294,13.51,68.7,22.56,15.5,7.06,9.87,15.77,1163.38,1.9,2.8,231.3,0,0,0,0,0,26.11,436.4
13.09.2022 21:40:00,982.89,19.34,293.94,13.54,69.13,22.48,15.54,6.94,9.89,15.81,1163.64,3.05,3.52,240.7,0,0,0,0,0,25.98,436.9
13.09.2022 21:50:00,982.86,19.29,293.89,13.57,69.48,22.41,15.57,6.84,9.91,15.84,1163.79,2.88,3.38,247,0,0,0,0,0,25.83,437.1
13.09.2022 22:00:00,982.82,19.53,294.13,13.58,68.47,22.75,15.57,7.17,9.92,15.85,1162.79,2.61,3.35,246.7,0,0,0,0,0,25.68,433.9
13.09.2022 22:10:00,982.8,19.29,293.89,13.78,70.41,22.41,15.78,6.63,10.05,16.06,1163.63,1.93,3.09,226.9,0,0,0,0,0,25.56,441
13.09.2022 22:20:00,982.85,17.94,292.53,14.14,78.43,20.59,16.15,4.44,10.29,16.43,1168.91,0.86,1.21,101.9,0,0,0,0,0,25.47,461.9
13.09.2022 22:30:00,982.82,17.39,291.98,14.06,80.8,19.89,16.07,3.82,10.24,16.35,1171.13,0.51,1.09,196,0,0,0,0,0,25.35,460.5
13.09.2022 22:40:00,982.79,17.52,292.12,13.91,79.34,20.06,15.91,4.14,10.13,16.19,1170.64,1.88,2.73,239.5,0,0,0,0,0,25.21,449.1
13.09.2022 22:50:00,982.68,17.72,292.33,14.01,78.88,20.31,16.02,4.29,10.2,16.3,1169.65,0.77,1.3,195.2,0,0,0,0,0,25.07,452.8
13.09.2022 23:00:00,982.67,17.43,292.04,14.2,81.3,19.94,16.21,3.73,10.33,16.5,1170.72,0.64,1.22,178.1,0,0,0,0,0,24.97,462.2
13.09.2022 23:10:00,982.72,17.26,291.86,14.24,82.4,19.73,16.26,3.47,10.35,16.54,1171.45,0.47,0.88,35.32,0,0,0,0,0,24.88,464.7
13.09.2022 23:20:00,982.79,17.32,291.92,14.22,82,19.8,16.24,3.56,10.34,16.52,1171.3,0.26,0.53,251,0,0,0,0,0,24.79,462.3
13.09.2022 23:30:00,982.76,17.3,291.9,14.09,81.4,19.78,16.1,3.68,10.25,16.38,1171.4,0.42,0.66,243.7,0,0,0,0,0,24.7,452.7
13.09.2022 23:40:00,982.72,17.32,291.92,14.07,81.2,19.8,16.08,3.72,10.24,16.36,1171.28,0.29,0.63,186.7,0,0,0,0,0,24.63,452
13.09.2022 23:50:00,982.82,17.22,291.81,14.25,82.7,19.68,16.27,3.4,10.36,16.56,1171.72,0.43,0.7,55.04,0,0,0,0,0,24.59,460.5
14.09.2022 00:00:00,982.85,16.8,291.39,14.36,85.5,19.16,16.38,2.78,10.43,16.67,1173.4,0.73,1.27,146.6,0,0,0,0,0,24.54,475.5
14.09.2022 00:10:00,982.85,16.28,290.87,14.2,87.5,18.54,16.22,2.32,10.33,16.5,1175.59,0.9,1.46,186.5,0,0,0,0,0,24.48,482.8
14.09.2022 00:20:00,982.82,16.17,290.76,14.2,88.1,18.41,16.22,2.19,10.33,16.5,1176,0.3,0.58,348.9,0,0,0,0,0,24.4,473.4
14.09.2022 00:30:00,982.78,16.26,290.85,14.29,88.1,18.51,16.31,2.2,10.39,16.6,1175.54,0.44,0.77,189.6,0,0,0,0,0,24.32,477.3
14.09.2022 00:40:00,982.68,16.19,290.79,14.24,88.2,18.43,16.26,2.18,10.36,16.54,1175.73,0.84,1.04,223.5,0,0,0,0,0,24.23,473
14.09.2022 00:50:00,982.48,16.17,290.79,14.27,88.5,18.41,16.29,2.12,10.38,16.58,1175.55,1.03,1.2,221.5,0,0,0,0,0,24.15,473.3
14.09.2022 01:00:00,982.36,16.2,290.83,14.16,87.7,18.44,16.18,2.27,10.31,16.47,1175.34,0.79,1.21,216.6,0,0,0,0,0,24.07,472.4
14.09.2022 01:10:00,982.15,16.4,291.05,14.22,86.9,18.68,16.23,2.45,10.35,16.53,1174.25,0.43,1.3,121.1,0,0,0,0,0,24.01,473.2
14.09.2022 01:20:00,982.19,16.26,290.9,14.45,89,18.51,16.48,2.04,10.5,16.78,1174.76,0.52,0.81,69.65,0,0,0,0,0,23.96,488.1
14.09.2022 01:30:00,982.17,16.23,290.87,14.42,89,18.48,16.45,2.03,10.48,16.75,1174.87,0.26,0.46,54.91,0,0,0,0,0,23.92,488.4
14.09.2022 01:40:00,981.98,16.02,290.68,14.47,90.5,18.23,16.5,1.73,10.52,16.8,1175.47,0.74,1.37,219.3,0,0,0,0,0,23.88,489.9
14.09.2022 01:50:00,981.94,15.91,290.57,14.38,90.6,18.11,16.4,1.7,10.46,16.71,1175.91,0.78,1.35,215.9,0,0,0,0,0,23.84,478.2
14.09.2022 02:00:00,981.89,15.81,290.47,14.61,92.6,17.99,16.66,1.33,10.62,16.97,1176.14,0.91,1.24,174.1,0,0,0,0,0,23.79,493.1
14.09.2022 02:10:00,981.89,15.52,290.18,14.49,93.6,17.66,16.53,1.13,10.54,16.83,1177.38,1.41,2.02,153.1,0,0,0,0,0,23.74,500.9
14.09.2022 02:20:00,981.89,15.44,290.1,14.43,93.7,17.57,16.46,1.11,10.49,16.77,1177.74,0.92,2.21,92.7,0,0,0,0,0,23.67,505.3
14.09.2022 02:30:00,981.9,15.43,290.09,14.44,93.8,17.56,16.47,1.09,10.5,16.77,1177.79,0.45,0.92,27.17,0,0,0,0,0,23.61,504.3
14.09.2022 02:40:00,981.88,15.54,290.2,14.38,92.8,17.68,16.41,1.27,10.46,16.71,1177.34,0.48,1.07,120.6,0,0,0,0,0,23.55,495.7
14.09.2022 02:50:00,981.79,15.61,290.28,14.37,92.3,17.76,16.39,1.37,10.45,16.7,1176.96,0.72,1.29,7.36,0,0,0,0,0,23.51,492.9
14.09.2022 03:00:00,981.73,15.61,290.29,14.42,92.6,17.76,16.45,1.31,10.49,16.75,1176.86,0.43,0.94,10.66,0,0,0,0,0,23.47,493.4
14.09.2022 03:10:00,981.71,15.53,290.21,14.5,93.6,17.67,16.54,1.13,10.55,16.85,1177.12,0.62,1.04,227.9,0,290,0,0,0,23.42,495.1
14.09.2022 03:20:00,981.73,15.4,290.08,14.47,94.2,17.52,16.51,1.02,10.53,16.81,1177.69,1.52,1.9,231.1,0,190,0,0,0,23.38,489.7
14.09.2022 03:30:00,981.68,15.43,290.11,14.57,94.6,17.56,16.61,0.95,10.59,16.92,1177.46,0.47,0.91,271.2,0.1,70,0,0,0,23.28,485.6
14.09.2022 03:40:00,981.39,15.37,290.07,14.77,96.2,17.49,16.83,0.66,10.73,17.14,1177.25,1.41,2.18,192.4,0,460,0,0,0,23.19,500.8
14.09.2022 03:50:00,981.29,15.07,289.78,14.68,97.5,17.16,16.73,0.43,10.67,17.05,1178.4,0.7,1.66,254.4,0,0,0,0,0,23.12,502.6
14.09.2022 04:00:00,981.26,15.13,289.84,14.71,97.3,17.22,16.76,0.46,10.69,17.08,1178.11,0.9,1.71,19.58,0,0,0,0,0,23.04,496.4
14.09.2022 04:10:00,981.19,15.13,289.85,14.64,96.9,17.22,16.69,0.53,10.65,17.01,1178.06,1,1.7,0.2,0,0,0,0,0,22.96,494.4
14.09.2022 04:20:00,981.17,15.21,289.93,14.5,95.5,17.31,16.53,0.78,10.55,16.85,1177.78,0.65,0.98,303.7,0,0,0,0,0,22.87,494.1
14.09.2022 04:30:00,981.14,15.25,289.97,14.6,95.9,17.36,16.64,0.71,10.62,16.96,1177.53,1.1,1.45,253.1,0,0,0,0,0,22.81,488.3
14.09.2022 04:40:00,981.03,15.33,290.06,14.87,97.1,17.44,16.94,0.51,10.81,17.27,1176.93,0.47,0.73,222.3,0,110,0,0,0,22.78,479.6
14.09.2022 04:50:00,980.99,15.32,290.06,14.99,97.9,17.43,17.07,0.37,10.89,17.4,1176.87,0.45,0.86,70.65,0,0,0,0,0,22.77,495.6
14.09.2022 05:00:00,980.99,15.28,290.02,15,98.2,17.39,17.08,0.31,10.9,17.41,1177.02,0.35,0.76,277.8,0,0,0,0,0,22.77,492.7
14.09.2022 05:10:00,980.85,15.34,290.09,14.74,96.2,17.46,16.79,0.66,10.72,17.12,1176.74,1.22,1.99,255.6,0,0,0,0,0,22.76,473.7
14.09.2022 05:20:00,980.76,15.5,290.26,14.85,95.9,17.64,16.91,0.72,10.8,17.24,1175.92,0.7,1.42,211.2,0,0,0,0,0,22.76,482.7
14.09.2022 05:30:00,980.75,15.14,289.9,14.92,98.6,17.23,16.99,0.24,10.85,17.33,1177.34,0.64,1.38,220,0,0,0,0,0,22.76,492.1
14.09.2022 05:40:00,980.75,15.11,289.87,14.91,98.7,17.2,16.98,0.22,10.84,17.31,1177.47,0.44,0.92,239.8,0,220,0,0,0,22.76,490
14.09.2022 05:50:00,980.69,15.16,289.92,14.97,98.8,17.26,17.05,0.21,10.88,17.38,1177.16,0.33,0.7,30.88,0,600,0,1.62,2.43,22.76,492.9
14.09.2022 06:00:00,980.67,15.13,289.89,15.01,99.2,17.22,17.08,0.14,10.91,17.42,1177.25,0.49,0.87,15.13,0,320,0.78,3.87,5.8,22.75,504.8
14.09.2022 06:10:00,980.71,15.09,289.85,15.03,99.6,17.18,17.11,0.07,10.92,17.45,1177.45,0.82,1.09,12.53,0,550,3.32,8.85,11.44,22.73,512.7
14.09.2022 06:20:00,980.75,15.11,289.87,15.11,100,17.2,17.2,0,10.98,17.54,1177.37,0.52,1.09,268.5,0.1,540,4.87,11.73,12.96,22.71,514.2
14.09.2022 06:30:00,980.75,15.01,289.77,15.01,100,17.09,17.09,0,10.91,17.42,1177.83,0.3,0.81,351.4,0.1,430,7.98,18.65,22.85,22.69,513.2
14.09.2022 06:40:00,980.68,15.04,289.8,15.02,99.9,17.12,17.11,0.02,10.92,17.44,1177.62,0.82,1.31,71.85,0.1,600,13.71,31.54,38.19,22.69,508.5
14.09.2022 06:50:00,980.6,14.97,289.74,14.95,99.9,17.05,17.03,0.02,10.87,17.37,1177.84,1.06,1.42,76.17,0.1,600,18.17,42.23,48.85,22.66,500.8
14.09.2022 07:00:00,980.59,14.93,289.7,14.93,100,17,17,0,10.86,17.34,1178,0.56,1.07,40.74,0,600,20.19,46.75,49,22.6,502.7
14.09.2022 07:10:00,980.59,14.86,289.63,14.86,100,16.92,16.92,0,10.81,17.26,1178.33,1.31,2.16,7.57,0,550,17.39,41.5,47.56,22.53,497.7
14.09.2022 07:20:00,980.51,14.85,289.63,14.85,100,16.91,16.91,0,10.8,17.25,1178.28,1.55,2.1,16.32,0,600,20.69,49.65,61.68,22.46,491.5
14.09.2022 07:30:00,980.46,14.79,289.57,14.79,100,16.85,16.85,0,10.76,17.18,1178.49,1.51,1.86,26.24,0.1,600,26.63,63.62,67.05,22.38,480
14.09.2022 07:40:00,980.46,14.76,289.54,14.76,100,16.82,16.82,0,10.74,17.15,1178.63,1.31,1.61,13.54,0.1,600,24.4,58.2,86.15,22.28,475.9
14.09.2022 07:50:00,980.41,14.82,289.6,14.82,100,16.88,16.88,0,10.78,17.22,1178.29,1.04,1.64,11.76,0.2,600,49.19,115.24,124.69,22.18,477.7
14.09.2022 08:00:00,980.35,14.91,289.7,14.91,100,16.98,16.98,0,10.84,17.32,1177.81,1.06,1.58,18.38,0.1,600,45.41,105.42,124.87,22.12,478.5
14.09.2022 08:10:00,980.38,14.92,289.71,14.92,100,16.99,16.99,0,10.85,17.33,1177.8,1.13,1.53,17.94,0.1,600,43.46,101.42,123.54,22.09,474.8
14.09.2022 08:20:00,980.42,14.93,289.71,14.93,100,17,17,0,10.86,17.34,1177.8,1.31,1.75,22.35,0.1,600,54.14,127.3,138.35,22.07,473.9
14.09.2022 08:30:00,980.42,14.94,289.72,14.94,100,17.01,17.01,0,10.86,17.35,1177.75,1.08,1.58,16.3,0.2,600,44.22,105.16,116.71,22.06,472.2
14.09.2022 08:40:00,980.46,14.93,289.71,14.93,100,17,17,0,10.86,17.34,1177.85,1.24,1.77,25.54,0.2,600,40.77,98.83,115.94,22.05,470.8
14.09.2022 08:50:00,980.46,14.91,289.69,14.91,100,16.98,16.98,0,10.84,17.32,1177.94,1.35,1.85,31.52,0.3,600,48.22,116.54,134.57,22.04,469.8
14.09.2022 09:00:00,980.45,14.77,289.55,14.77,100,16.83,16.83,0,10.74,17.16,1178.57,2.11,2.65,36.25,0.2,600,50.04,119.81,157.35,22.02,463.6
14.09.2022 09:10:00,980.38,14.67,289.46,14.67,100,16.72,16.72,0,10.68,17.05,1178.94,2.09,2.55,35.69,0.1,600,73.38,174.37,189.03,21.95,461.3
14.09.2022 09:20:00,980.37,14.61,289.4,14.61,100,16.65,16.65,0,10.63,16.99,1179.21,2.46,2.92,34.4,0.2,600,65.14,153.12,161.39,21.87,456.8
14.09.2022 09:30:00,980.35,14.63,289.42,14.63,100,16.68,16.68,0,10.65,17.01,1179.09,1.97,2.46,22.44,0.2,600,73.65,176.3,208.17,21.77,455
14.09.2022 09:40:00,980.3,14.68,289.47,14.68,100,16.73,16.73,0,10.68,17.07,1178.8,2.02,2.38,19.85,0.2,600,85.09,201.47,218.63,21.69,452.8
14.09.2022 09:50:00,980.24,14.7,289.5,14.7,100,16.75,16.75,0,10.7,17.09,1178.64,1.96,2.43,21.75,0.1,600,74.23,173.6,192.65,21.63,450.9
14.09.2022 10:00:00,980.26,14.69,289.49,14.69,100,16.74,16.74,0,10.69,17.08,1178.71,1.48,1.98,21.7,0.1,600,50.48,118.34,126.12,21.59,449.4
14.09.2022 10:10:00,980.23,14.71,289.51,14.71,100,16.76,16.76,0,10.71,17.1,1178.58,1.38,1.86,26.4,0.1,600,76.8,178.39,199.5,21.57,448.7
14.09.2022 10:20:00,980.21,14.77,289.57,14.77,100,16.83,16.83,0,10.75,17.17,1178.28,1.27,1.89,21.08,0,600,76.35,179.75,187.98,21.58,447.9
14.09.2022 10:30:00,980.14,14.84,289.65,14.84,100,16.9,16.9,0,10.8,17.25,1177.87,1.6,2.35,18.54,0.2,600,86.43,204.48,220.99,21.61,447.4
14.09.2022 10:40:00,980.03,14.83,289.65,14.83,100,16.89,16.89,0,10.79,17.24,1177.79,1.99,2.57,14.03,0.1,600,111.79,263.49,282.74,21.64,445.7
14.09.2022 10:50:00,980.05,14.84,289.65,14.84,100,16.9,16.9,0,10.8,17.25,1177.76,1.84,2.48,9.01,0.1,600,115.54,270.75,283.52,21.66,444.9
14.09.2022 11:00:00,980.12,14.9,289.71,14.9,100,16.97,16.97,0,10.84,17.31,1177.57,1.68,2.04,3.58,0.1,600,97.54,229.96,252.71,21.68,444.6
14.09.2022 11:10:00,980.12,14.93,289.74,14.93,100,17,17,0,10.86,17.35,1177.44,1.97,2.8,7.89,0,600,62.84,151.26,209.66,21.69,444.1
14.09.2022 11:20:00,980.07,14.85,289.66,14.85,100,16.91,16.91,0,10.8,17.26,1177.74,2.35,2.87,18.24,0.1,600,46.51,114.17,131.29,21.69,444.4
14.09.2022 11:30:00,980.03,14.85,289.67,14.85,100,16.91,16.91,0,10.81,17.26,1177.69,1.93,2.49,20.59,0.1,600,45.37,110.3,143.65,21.66,444.9
14.09.2022 11:40:00,979.95,14.9,289.72,14.9,100,16.97,16.97,0,10.84,17.32,1177.37,1.79,2.3,22.43,0.2,600,74.76,180.02,196.3,21.62,445
14.09.2022 11:50:00,979.95,14.93,289.75,14.93,100,17,17,0,10.86,17.35,1177.23,1.56,2.07,19.9,0.3,600,85.18,204.41,224.31,21.62,444.7
14.09.2022 12:00:00,979.93,14.99,289.82,14.99,100,17.07,17.07,0,10.91,17.42,1176.93,1.23,1.79,9.02,0.3,600,89.96,218.83,283.39,21.63,443.7
14.09.2022 12:10:00,979.87,15.04,289.87,15.04,100,17.12,17.12,0,10.94,17.47,1176.63,0.76,1.75,13.73,0.3,600,85.01,204.87,283.34,21.68,442.7
14.09.2022 12:20:00,979.81,15.14,289.98,15.14,100,17.23,17.23,0,11.01,17.59,1176.1,0.53,0.78,22.95,0.1,600,63.92,158.04,174.05,21.75,443.4
14.09.2022 12:30:00,979.58,15.22,290.08,15.22,100,17.32,17.32,0,11.07,17.68,1175.45,1.1,1.72,23.13,0.2,600,88.53,211.96,253.29,21.84,444.2
14.09.2022 12:40:00,979.41,15.24,290.11,15.24,100,17.34,17.34,0,11.09,17.71,1175.16,1.58,2.1,31.94,0.1,600,123.1,288.17,375.63,21.94,445.2
14.09.2022 12:50:00,979.38,15.36,290.23,15.36,100,17.48,17.48,0,11.18,17.85,1174.57,1.31,1.96,34.38,0.2,600,205.28,465.52,520.36,22.03,445
14.09.2022 13:00:00,979.33,15.59,290.47,15.59,100,17.74,17.74,0,11.34,18.11,1173.46,1.29,1.86,33.42,0.1,600,183.89,414.49,433.42,22.14,446.9
14.09.2022 13:10:00,979.21,15.74,290.63,15.74,100,17.91,17.91,0,11.46,18.29,1172.62,1.25,1.86,31.05,0.1,600,216.32,486.79,561.98,22.3,448.5
14.09.2022 13:20:00,979.22,15.9,290.79,15.9,100,18.09,18.09,0,11.57,18.48,1171.9,1.25,1.68,25.47,0,270,168.52,383.93,507.56,22.47,447.8
14.09.2022 13:30:00,979.21,15.95,290.84,15.95,100,18.15,18.15,0,11.61,18.54,1171.66,1.51,1.99,25.97,0,330,87.59,208.5,282.36,22.64,449.3
14.09.2022 13:40:00,979.19,15.92,290.81,15.92,100,18.12,18.12,0,11.59,18.5,1171.77,1.65,2.04,25.45,0,600,95.97,229.26,263.54,22.78,449.8
14.09.2022 13:50:00,979.17,15.92,290.82,15.92,100,18.12,18.12,0,11.59,18.5,1171.75,1.84,2.31,37.4,0,600,85.33,202.54,213.96,22.86,446.9
14.09.2022 14:00:00,979.12,15.85,290.75,15.85,100,18.04,18.04,0,11.54,18.42,1172.01,2.04,2.54,32.16,0,600,103.23,246.09,273.57,22.91,447.1
14.09.2022 14:10:00,979.09,15.84,290.74,15.84,100,18.02,18.02,0,11.53,18.41,1172.02,1.97,2.32,27.21,0.1,490,81.67,194.07,226.79,22.91,446.7
14.09.2022 14:20:00,978.99,15.77,290.68,15.77,100,17.94,17.94,0,11.48,18.33,1172.22,2.2,2.86,37.62,0.1,600,76.17,177.98,204.58,22.88,444.9
14.09.2022 14:30:00,978.91,15.6,290.52,15.6,100,17.75,17.75,0,11.36,18.13,1172.9,2.74,3.36,41.67,0,600,78.17,177.72,221.02,22.83,443.8
14.09.2022 14:40:00,978.8,15.58,290.5,15.58,100,17.73,17.73,0,11.34,18.11,1172.86,3.01,4.07,41.39,0,340,99.9,219.92,236.71,22.74,442.7
14.09.2022 14:50:00,978.83,15.65,290.57,15.65,100,17.81,17.81,0,11.39,18.19,1172.58,2.9,3.91,34.28,0,0,91.08,201.18,236.36,22.66,442.1
14.09.2022 15:00:00,978.86,15.72,290.64,15.72,100,17.89,17.89,0,11.44,18.27,1172.29,2.42,3.57,35.4,0,0,79.96,178.1,203.58,22.58,438.5
14.09.2022 15:10:00,978.82,15.65,290.57,15.65,100,17.81,17.81,0,11.39,18.19,1172.57,2.88,3.97,33.06,0,0,80.88,185.51,220.19,22.54,435
14.09.2022 15:20:00,978.66,15.63,290.57,15.63,100,17.78,17.78,0,11.38,18.17,1172.46,2.43,3.06,33.03,0,0,100.01,229.32,249.86,22.53,434.3
14.09.2022 15:30:00,978.52,15.64,290.59,15.64,100,17.8,17.8,0,11.39,18.19,1172.25,2.73,3.26,26.05,0,0,75.57,172.69,229.14,22.55,435.2
14.09.2022 15:40:00,978.43,15.67,290.63,15.67,100,17.83,17.83,0,11.41,18.22,1172,2.23,2.97,9.45,0,0,46.64,107.53,143.14,22.57,435.3
14.09.2022 15:50:00,978.37,15.65,290.61,15.65,100,17.81,17.81,0,11.4,18.2,1172.02,1.97,2.72,3.88,0,0,34.52,81.33,92.45,22.58,434.8
14.09.2022 16:00:00,978.27,15.66,290.63,15.66,100,17.82,17.82,0,11.41,18.21,1171.86,1.44,1.91,3.12,0,50,30.23,72.76,80.22,22.59,435.5
14.09.2022 16:10:00,978.2,15.68,290.66,15.68,100,17.84,17.84,0,11.42,18.24,1171.68,1.51,2.09,357.5,0,250,31.42,74.93,96.37,22.6,436.2
14.09.2022 16:20:00,978.17,15.71,290.69,15.71,100,17.88,17.88,0,11.45,18.27,1171.51,0.72,1.22,303.7,0,120,12.22,30.88,41.27,22.62,437.3
14.09.2022 16:30:00,977.99,15.81,290.81,15.81,100,17.99,17.99,0,11.52,18.4,1170.83,0.55,1.22,337.3,0,200,12.18,30.44,41.19,22.68,439.9
14.09.2022 16:40:00,977.81,15.77,290.78,15.77,100,17.94,17.94,0,11.49,18.35,1170.8,1.35,1.78,9.76,0.1,550,12.61,31.94,43.57,22.75,437.8
14.09.2022 16:50:00,977.74,15.72,290.74,15.72,100,17.89,17.89,0,11.46,18.29,1170.94,1.39,1.98,13.38,0.1,600,10.22,25.72,29.44,22.79,439.6
14.09.2022 17:00:00,977.66,15.68,290.7,15.68,100,17.84,17.84,0,11.43,18.25,1171.03,1.78,2.21,14.76,0.1,600,12.11,29.21,35.63,22.77,439.9
14.09.2022 17:10:00,977.71,15.63,290.65,15.63,100,17.78,17.78,0,11.39,18.19,1171.32,1.55,2.1,34.18,0,600,5.28,12.98,24.83,22.71,441.2
14.09.2022 17:20:00,977.56,15.57,290.6,15.57,100,17.72,17.72,0,11.35,18.12,1171.41,1.81,2.55,30.78,0,0,8.75,20.26,28.23,22.64,441.5
14.09.2022 17:30:00,977.36,15.5,290.55,15.5,100,17.64,17.64,0,11.3,18.04,1171.49,1.93,2.42,17.42,0,0,9.97,22.82,28.33,22.56,440.4
14.09.2022 17:40:00,977.24,15.52,290.58,15.52,100,17.66,17.66,0,11.32,18.07,1171.25,1.74,2.5,354.8,0,0,10.19,22.73,25.63,22.49,440.6
14.09.2022 17:50:00,977.2,15.5,290.56,15.5,100,17.64,17.64,0,11.3,18.05,1171.3,1.8,2.26,352.6,0,0,6.99,15.83,22.45,22.44,439.1
14.09.2022 18:00:00,977.15,15.53,290.59,15.53,100,17.67,17.67,0,11.33,18.08,1171.1,1.31,1.74,353.3,0,40,2.62,6.51,12.22,22.4,440.3
14.09.2022 18:10:00,977.12,15.56,290.63,15.56,100,17.7,17.7,0,11.35,18.12,1170.93,0.98,1.74,344,0.4,420,1.22,3.35,4.58,22.39,441.4
14.09.2022 18:20:00,976.99,15.58,290.66,15.58,100,17.73,17.73,0,11.36,18.14,1170.68,1.69,3.33,13.56,0.1,170,0.52,1.56,2.41,22.38,443.7
14.09.2022 18:30:00,977.02,15.51,290.59,15.51,100,17.65,17.65,0,11.31,18.06,1171.03,3.84,6.83,20.3,0,0,0,0,0,22.36,442.9
14.09.2022 18:40:00,976.87,15.32,290.41,15.32,100,17.43,17.43,0,11.18,17.85,1171.72,6.32,8,21.99,0,440,0,0,0,22.26,440.4
14.09.2022 18:50:00,976.96,15.03,290.11,15.03,100,17.11,17.11,0,10.97,17.51,1173.16,3.43,5.39,13.16,0,550,0,0,0,22.05,439
14.09.2022 19:00:00,977.01,14.84,289.91,14.84,100,16.9,16.9,0,10.83,17.3,1174.09,3.34,5.44,22.44,0.1,600,0,0,0,21.81,436.8
14.09.2022 19:10:00,977.01,14.59,289.66,14.59,100,16.63,16.63,0,10.66,17.02,1175.23,3.12,4.93,17.61,0.2,600,0,0,0,21.59,435.4
14.09.2022 19:20:00,977.04,14.54,289.61,14.54,100,16.58,16.58,0,10.62,16.97,1175.5,3.61,5.8,13.72,0.5,600,0,0,0,21.4,435.3
14.09.2022 19:30:00,977.26,14.63,289.68,14.63,100,16.68,16.68,0,10.68,17.06,1175.35,1.69,3.42,60.89,1,600,0,0,0,21.22,437.4
14.09.2022 19:40:00,977.38,14.66,289.7,14.66,100,16.71,16.71,0,10.7,17.09,1175.36,1.8,4.44,338.7,0.4,600,0,0,0,21.11,436.1
14.09.2022 19:50:00,977.59,14.43,289.45,14.43,100,16.46,16.46,0,10.54,16.84,1176.67,1.51,3.1,46.36,0.6,600,0,0,0,21.03,432.3
